fake data, jan-sep without precip, constant t, par
86 10.3 4 20 0.7 500 1558.84572681199 0
86 11 4 20 0.7 500 1675.57274755957 0
86 11.3 4 20 0.7 500 1754.87024192728 0
86 12 4 20 0.7 500 1794.96683492612 0
86 12.3 4 20 0.7 500 1794.96683492612 0
86 13 4 20 0.7 500 1754.87024192728 0
86 13.3 4 20 0.7 500 1675.57274755957 0
86 14 4 20 0.7 500 1558.84572681199 0
86 14.3 4 20 0.7 500 1407.29666844245 0
86 15 4 20 0.7 500 1224.31092798766 0
86 15.3 4 20 0.7 500 1013.97610451452 0
86 16 4 20 0.7 500 780.990730411605 0
86 16.3 4 20 0.7 500 530.559313939627 0
86 17 4 20 0.7 500 268.276079117114 0
86 17.3 4 20 0.7 500 1.10214571844014e-13 0
86 18 4 20 0.7 500 0 0
86 18.3 4 20 0.7 500 0 0
86 19 4 20 0.7 500 0 0
86 19.3 4 20 0.7 500 0 0
86 20 4 20 0.7 500 0 0
86 20.3 4 20 0.7 500 0 0
86 21 4 20 0.7 500 0 0
86 21.3 4 20 0.7 500 0 0
86 22 4 20 0.7 500 0 0
86 22.3 4 20 0.7 500 0 0
86 23 4 20 0.7 500 0 0
86 23.3 4 20 0.7 500 0 0
86 23.59 4 20 0.7 500 0 0
87 0.3 4 20 0.7 500 0 0
87 1 4 20 0.7 500 0 0
87 1.3 4 20 0.7 500 0 0
87 2 4 20 0.7 500 0 0
87 2.3 4 20 0.7 500 0 0
87 3 4 20 0.7 500 0 0
87 3.3 4 20 0.7 500 0 0
87 4 4 20 0.7 500 0 0
87 4.3 4 20 0.7 500 0 0
87 5 4 20 0.7 500 0 0
87 5.3 4 20 0.7 500 0 0
87 6 4 20 0.7 500 0 0
87 6.3 4 20 0.7 500 0 0
87 7 4 20 0.7 500 0 0
87 7.3 4 20 0.7 500 268.276079117114 0
87 8 4 20 0.7 500 530.559313939627 0
87 8.3 4 20 0.7 500 780.990730411605 0
87 9 4 20 0.7 500 1013.97610451452 0
87 9.3 4 20 0.7 500 1224.31092798766 0
87 10 4 20 0.7 500 1407.29666844245 0
87 10.3 4 20 0.7 500 1558.84572681199 0
87 11 4 20 0.7 500 1675.57274755957 0
87 11.3 4 20 0.7 500 1754.87024192728 0
87 12 4 20 0.7 500 1794.96683492612 0
87 12.3 4 20 0.7 500 1794.96683492612 0
87 13 4 20 0.7 500 1754.87024192728 0
87 13.3 4 20 0.7 500 1675.57274755957 0
87 14 4 20 0.7 500 1558.84572681199 0
87 14.3 4 20 0.7 500 1407.29666844245 0
87 15 4 20 0.7 500 1224.31092798766 0
87 15.3 4 20 0.7 500 1013.97610451452 0
87 16 4 20 0.7 500 780.990730411605 0
87 16.3 4 20 0.7 500 530.559313939627 0
87 17 4 20 0.7 500 268.276079117114 0
87 17.3 4 20 0.7 500 1.10214571844014e-13 0
87 18 4 20 0.7 500 0 0
87 18.3 4 20 0.7 500 0 0
87 19 4 20 0.7 500 0 0
87 19.3 4 20 0.7 500 0 0
87 20 4 20 0.7 500 0 0
87 20.3 4 20 0.7 500 0 0
87 21 4 20 0.7 500 0 0
87 21.3 4 20 0.7 500 0 0
87 22 4 20 0.7 500 0 0
87 22.3 4 20 0.7 500 0 0
87 23 4 20 0.7 500 0 0
87 23.3 4 20 0.7 500 0 0
87 23.59 4 20 0.7 500 0 0
88 0.3 4 20 0.7 500 0 0
88 1 4 20 0.7 500 0 0
88 1.3 4 20 0.7 500 0 0
88 2 4 20 0.7 500 0 0
88 2.3 4 20 0.7 500 0 0
88 3 4 20 0.7 500 0 0
88 3.3 4 20 0.7 500 0 0
88 4 4 20 0.7 500 0 0
88 4.3 4 20 0.7 500 0 0
88 5 4 20 0.7 500 0 0
88 5.3 4 20 0.7 500 0 0
88 6 4 20 0.7 500 0 0
88 6.3 4 20 0.7 500 0 0
88 7 4 20 0.7 500 0 0
88 7.3 4 20 0.7 500 268.276079117114 0
88 8 4 20 0.7 500 530.559313939627 0
88 8.3 4 20 0.7 500 780.990730411605 0
88 9 4 20 0.7 500 1013.97610451452 0
88 9.3 4 20 0.7 500 1224.31092798766 0
88 10 4 20 0.7 500 1407.29666844245 0
88 10.3 4 20 0.7 500 1558.84572681199 0
88 11 4 20 0.7 500 1675.57274755957 0
88 11.3 4 20 0.7 500 1754.87024192728 0
88 12 4 20 0.7 500 1794.96683492612 0
88 12.3 4 20 0.7 500 1794.96683492612 0
88 13 4 20 0.7 500 1754.87024192728 0
88 13.3 4 20 0.7 500 1675.57274755957 0
88 14 4 20 0.7 500 1558.84572681199 0
88 14.3 4 20 0.7 500 1407.29666844245 0
88 15 4 20 0.7 500 1224.31092798766 0
88 15.3 4 20 0.7 500 1013.97610451452 0
88 16 4 20 0.7 500 780.990730411605 0
88 16.3 4 20 0.7 500 530.559313939627 0
88 17 4 20 0.7 500 268.276079117114 0
88 17.3 4 20 0.7 500 1.10214571844014e-13 0
88 18 4 20 0.7 500 0 0
88 18.3 4 20 0.7 500 0 0
88 19 4 20 0.7 500 0 0
88 19.3 4 20 0.7 500 0 0
88 20 4 20 0.7 500 0 0
88 20.3 4 20 0.7 500 0 0
88 21 4 20 0.7 500 0 0
88 21.3 4 20 0.7 500 0 0
88 22 4 20 0.7 500 0 0
88 22.3 4 20 0.7 500 0 0
88 23 4 20 0.7 500 0 0
88 23.3 4 20 0.7 500 0 0
88 23.59 4 20 0.7 500 0 0
89 0.3 4 20 0.7 500 0 0
89 1 4 20 0.7 500 0 0
89 1.3 4 20 0.7 500 0 0
89 2 4 20 0.7 500 0 0
89 2.3 4 20 0.7 500 0 0
89 3 4 20 0.7 500 0 0
89 3.3 4 20 0.7 500 0 0
89 4 4 20 0.7 500 0 0
89 4.3 4 20 0.7 500 0 0
89 5 4 20 0.7 500 0 0
89 5.3 4 20 0.7 500 0 0
89 6 4 20 0.7 500 0 0
89 6.3 4 20 0.7 500 0 0
89 7 4 20 0.7 500 0 0
89 7.3 4 20 0.7 500 268.276079117114 0
89 8 4 20 0.7 500 530.559313939627 0
89 8.3 4 20 0.7 500 780.990730411605 0
89 9 4 20 0.7 500 1013.97610451452 0
89 9.3 4 20 0.7 500 1224.31092798766 0
89 10 4 20 0.7 500 1407.29666844245 0
89 10.3 4 20 0.7 500 1558.84572681199 0
89 11 4 20 0.7 500 1675.57274755957 0
89 11.3 4 20 0.7 500 1754.87024192728 0
89 12 4 20 0.7 500 1794.96683492612 0
89 12.3 4 20 0.7 500 1794.96683492612 0
89 13 4 20 0.7 500 1754.87024192728 0
89 13.3 4 20 0.7 500 1675.57274755957 0
89 14 4 20 0.7 500 1558.84572681199 0
89 14.3 4 20 0.7 500 1407.29666844245 0
89 15 4 20 0.7 500 1224.31092798766 0
89 15.3 4 20 0.7 500 1013.97610451452 0
89 16 4 20 0.7 500 780.990730411605 0
89 16.3 4 20 0.7 500 530.559313939627 0
89 17 4 20 0.7 500 268.276079117114 0
89 17.3 4 20 0.7 500 1.10214571844014e-13 0
89 18 4 20 0.7 500 0 0
89 18.3 4 20 0.7 500 0 0
89 19 4 20 0.7 500 0 0
89 19.3 4 20 0.7 500 0 0
89 20 4 20 0.7 500 0 0
89 20.3 4 20 0.7 500 0 0
89 21 4 20 0.7 500 0 0
89 21.3 4 20 0.7 500 0 0
89 22 4 20 0.7 500 0 0
89 22.3 4 20 0.7 500 0 0
89 23 4 20 0.7 500 0 0
89 23.3 4 20 0.7 500 0 0
89 23.59 4 20 0.7 500 0 0
90 0.3 4 20 0.7 500 0 0
90 1 4 20 0.7 500 0 0
90 1.3 4 20 0.7 500 0 0
90 2 4 20 0.7 500 0 0
90 2.3 4 20 0.7 500 0 0
90 3 4 20 0.7 500 0 0
90 3.3 4 20 0.7 500 0 0
90 4 4 20 0.7 500 0 0
90 4.3 4 20 0.7 500 0 0
90 5 4 20 0.7 500 0 0
90 5.3 4 20 0.7 500 0 0
90 6 4 20 0.7 500 0 0
90 6.3 4 20 0.7 500 0 0
90 7 4 20 0.7 500 0 0
90 7.3 4 20 0.7 500 268.276079117114 0
90 8 4 20 0.7 500 530.559313939627 0
90 8.3 4 20 0.7 500 780.990730411605 0
90 9 4 20 0.7 500 1013.97610451452 0
90 9.3 4 20 0.7 500 1224.31092798766 0
90 10 4 20 0.7 500 1407.29666844245 0
90 10.3 4 20 0.7 500 1558.84572681199 0
90 11 4 20 0.7 500 1675.57274755957 0
90 11.3 4 20 0.7 500 1754.87024192728 0
90 12 4 20 0.7 500 1794.96683492612 0
90 12.3 4 20 0.7 500 1794.96683492612 0
90 13 4 20 0.7 500 1754.87024192728 0
90 13.3 4 20 0.7 500 1675.57274755957 0
90 14 4 20 0.7 500 1558.84572681199 0
90 14.3 4 20 0.7 500 1407.29666844245 0
90 15 4 20 0.7 500 1224.31092798766 0
90 15.3 4 20 0.7 500 1013.97610451452 0
90 16 4 20 0.7 500 780.990730411605 0
90 16.3 4 20 0.7 500 530.559313939627 0
90 17 4 20 0.7 500 268.276079117114 0
90 17.3 4 20 0.7 500 1.10214571844014e-13 0
90 18 4 20 0.7 500 0 0
90 18.3 4 20 0.7 500 0 0
90 19 4 20 0.7 500 0 0
90 19.3 4 20 0.7 500 0 0
90 20 4 20 0.7 500 0 0
90 20.3 4 20 0.7 500 0 0
90 21 4 20 0.7 500 0 0
90 21.3 4 20 0.7 500 0 0
90 22 4 20 0.7 500 0 0
90 22.3 4 20 0.7 500 0 0
90 23 4 20 0.7 500 0 0
90 23.3 4 20 0.7 500 0 0
90 23.59 4 20 0.7 500 0 0
91 0.3 4 20 0.7 500 0 0
91 1 4 20 0.7 500 0 0
91 1.3 4 20 0.7 500 0 0
91 2 4 20 0.7 500 0 0
91 2.3 4 20 0.7 500 0 0
91 3 4 20 0.7 500 0 0
91 3.3 4 20 0.7 500 0 0
91 4 4 20 0.7 500 0 0
91 4.3 4 20 0.7 500 0 0
91 5 4 20 0.7 500 0 0
91 5.3 4 20 0.7 500 0 0
91 6 4 20 0.7 500 0 0
91 6.3 4 20 0.7 500 0 0
91 7 4 20 0.7 500 0 0
91 7.3 4 20 0.7 500 268.276079117114 0
91 8 4 20 0.7 500 530.559313939627 0
91 8.3 4 20 0.7 500 780.990730411605 0
91 9 4 20 0.7 500 1013.97610451452 0
91 9.3 4 20 0.7 500 1224.31092798766 0
91 10 4 20 0.7 500 1407.29666844245 0
91 10.3 4 20 0.7 500 1558.84572681199 0
91 11 4 20 0.7 500 1675.57274755957 0
91 11.3 4 20 0.7 500 1754.87024192728 0
91 12 4 20 0.7 500 1794.96683492612 0
91 12.3 4 20 0.7 500 1794.96683492612 0
91 13 4 20 0.7 500 1754.87024192728 0
91 13.3 4 20 0.7 500 1675.57274755957 0
91 14 4 20 0.7 500 1558.84572681199 0
91 14.3 4 20 0.7 500 1407.29666844245 0
91 15 4 20 0.7 500 1224.31092798766 0
91 15.3 4 20 0.7 500 1013.97610451452 0
91 16 4 20 0.7 500 780.990730411605 0
91 16.3 4 20 0.7 500 530.559313939627 0
91 17 4 20 0.7 500 268.276079117114 0
91 17.3 4 20 0.7 500 1.10214571844014e-13 0
91 18 4 20 0.7 500 0 0
91 18.3 4 20 0.7 500 0 0
91 19 4 20 0.7 500 0 0
91 19.3 4 20 0.7 500 0 0
91 20 4 20 0.7 500 0 0
91 20.3 4 20 0.7 500 0 0
91 21 4 20 0.7 500 0 0
91 21.3 4 20 0.7 500 0 0
91 22 4 20 0.7 500 0 0
91 22.3 4 20 0.7 500 0 0
91 23 4 20 0.7 500 0 0
91 23.3 4 20 0.7 500 0 0
91 23.59 4 20 0.7 500 0 0
92 0.3 4 20 0.7 500 0 0
92 1 4 20 0.7 500 0 0
92 1.3 4 20 0.7 500 0 0
92 2 4 20 0.7 500 0 0
92 2.3 4 20 0.7 500 0 0
92 3 4 20 0.7 500 0 0
92 3.3 4 20 0.7 500 0 0
92 4 4 20 0.7 500 0 0
92 4.3 4 20 0.7 500 0 0
92 5 4 20 0.7 500 0 0
92 5.3 4 20 0.7 500 0 0
92 6 4 20 0.7 500 0 0
92 6.3 4 20 0.7 500 0 0
92 7 4 20 0.7 500 0 0
92 7.3 4 20 0.7 500 268.276079117114 0
92 8 4 20 0.7 500 530.559313939627 0
92 8.3 4 20 0.7 500 780.990730411605 0
92 9 4 20 0.7 500 1013.97610451452 0
92 9.3 4 20 0.7 500 1224.31092798766 0
92 10 4 20 0.7 500 1407.29666844245 0
92 10.3 4 20 0.7 500 1558.84572681199 0
92 11 4 20 0.7 500 1675.57274755957 0
92 11.3 4 20 0.7 500 1754.87024192728 0
92 12 4 20 0.7 500 1794.96683492612 0
92 12.3 4 20 0.7 500 1794.96683492612 0
92 13 4 20 0.7 500 1754.87024192728 0
92 13.3 4 20 0.7 500 1675.57274755957 0
92 14 4 20 0.7 500 1558.84572681199 0
92 14.3 4 20 0.7 500 1407.29666844245 0
92 15 4 20 0.7 500 1224.31092798766 0
92 15.3 4 20 0.7 500 1013.97610451452 0
92 16 4 20 0.7 500 780.990730411605 0
92 16.3 4 20 0.7 500 530.559313939627 0
92 17 4 20 0.7 500 268.276079117114 0
92 17.3 4 20 0.7 500 1.10214571844014e-13 0
92 18 4 20 0.7 500 0 0
92 18.3 4 20 0.7 500 0 0
92 19 4 20 0.7 500 0 0
92 19.3 4 20 0.7 500 0 0
92 20 4 20 0.7 500 0 0
92 20.3 4 20 0.7 500 0 0
92 21 4 20 0.7 500 0 0
92 21.3 4 20 0.7 500 0 0
92 22 4 20 0.7 500 0 0
92 22.3 4 20 0.7 500 0 0
92 23 4 20 0.7 500 0 0
92 23.3 4 20 0.7 500 0 0
92 23.59 4 20 0.7 500 0 0
93 0.3 4 20 0.7 500 0 0
93 1 4 20 0.7 500 0 0
93 1.3 4 20 0.7 500 0 0
93 2 4 20 0.7 500 0 0
93 2.3 4 20 0.7 500 0 0
93 3 4 20 0.7 500 0 0
93 3.3 4 20 0.7 500 0 0
93 4 4 20 0.7 500 0 0
93 4.3 4 20 0.7 500 0 0
93 5 4 20 0.7 500 0 0
93 5.3 4 20 0.7 500 0 0
93 6 4 20 0.7 500 0 0
93 6.3 4 20 0.7 500 0 0
93 7 4 20 0.7 500 0 0
93 7.3 4 20 0.7 500 268.276079117114 0
93 8 4 20 0.7 500 530.559313939627 0
93 8.3 4 20 0.7 500 780.990730411605 0
93 9 4 20 0.7 500 1013.97610451452 0
93 9.3 4 20 0.7 500 1224.31092798766 0
93 10 4 20 0.7 500 1407.29666844245 0
93 10.3 4 20 0.7 500 1558.84572681199 0
93 11 4 20 0.7 500 1675.57274755957 0
93 11.3 4 20 0.7 500 1754.87024192728 0
93 12 4 20 0.7 500 1794.96683492612 0
93 12.3 4 20 0.7 500 1794.96683492612 0
93 13 4 20 0.7 500 1754.87024192728 0
93 13.3 4 20 0.7 500 1675.57274755957 0
93 14 4 20 0.7 500 1558.84572681199 0
93 14.3 4 20 0.7 500 1407.29666844245 0
93 15 4 20 0.7 500 1224.31092798766 0
93 15.3 4 20 0.7 500 1013.97610451452 0
93 16 4 20 0.7 500 780.990730411605 0
93 16.3 4 20 0.7 500 530.559313939627 0
93 17 4 20 0.7 500 268.276079117114 0
93 17.3 4 20 0.7 500 1.10214571844014e-13 0
93 18 4 20 0.7 500 0 0
93 18.3 4 20 0.7 500 0 0
93 19 4 20 0.7 500 0 0
93 19.3 4 20 0.7 500 0 0
93 20 4 20 0.7 500 0 0
93 20.3 4 20 0.7 500 0 0
93 21 4 20 0.7 500 0 0
93 21.3 4 20 0.7 500 0 0
93 22 4 20 0.7 500 0 0
93 22.3 4 20 0.7 500 0 0
93 23 4 20 0.7 500 0 0
93 23.3 4 20 0.7 500 0 0
93 23.59 4 20 0.7 500 0 0
94 0.3 4 20 0.7 500 0 0
94 1 4 20 0.7 500 0 0
94 1.3 4 20 0.7 500 0 0
94 2 4 20 0.7 500 0 0
94 2.3 4 20 0.7 500 0 0
94 3 4 20 0.7 500 0 0
94 3.3 4 20 0.7 500 0 0
94 4 4 20 0.7 500 0 0
94 4.3 4 20 0.7 500 0 0
94 5 4 20 0.7 500 0 0
94 5.3 4 20 0.7 500 0 0
94 6 4 20 0.7 500 0 0
94 6.3 4 20 0.7 500 0 0
94 7 4 20 0.7 500 0 0
94 7.3 4 20 0.7 500 268.276079117114 0
94 8 4 20 0.7 500 530.559313939627 0
94 8.3 4 20 0.7 500 780.990730411605 0
94 9 4 20 0.7 500 1013.97610451452 0
94 9.3 4 20 0.7 500 1224.31092798766 0
94 10 4 20 0.7 500 1407.29666844245 0
94 10.3 4 20 0.7 500 1558.84572681199 0
94 11 4 20 0.7 500 1675.57274755957 0
94 11.3 4 20 0.7 500 1754.87024192728 0
94 12 4 20 0.7 500 1794.96683492612 0
94 12.3 4 20 0.7 500 1794.96683492612 0
94 13 4 20 0.7 500 1754.87024192728 0
94 13.3 4 20 0.7 500 1675.57274755957 0
94 14 4 20 0.7 500 1558.84572681199 0
94 14.3 4 20 0.7 500 1407.29666844245 0
94 15 4 20 0.7 500 1224.31092798766 0
94 15.3 4 20 0.7 500 1013.97610451452 0
94 16 4 20 0.7 500 780.990730411605 0
94 16.3 4 20 0.7 500 530.559313939627 0
94 17 4 20 0.7 500 268.276079117114 0
94 17.3 4 20 0.7 500 1.10214571844014e-13 0
94 18 4 20 0.7 500 0 0
94 18.3 4 20 0.7 500 0 0
94 19 4 20 0.7 500 0 0
94 19.3 4 20 0.7 500 0 0
94 20 4 20 0.7 500 0 0
94 20.3 4 20 0.7 500 0 0
94 21 4 20 0.7 500 0 0
94 21.3 4 20 0.7 500 0 0
94 22 4 20 0.7 500 0 0
94 22.3 4 20 0.7 500 0 0
94 23 4 20 0.7 500 0 0
94 23.3 4 20 0.7 500 0 0
94 23.59 4 20 0.7 500 0 0
95 0.3 4 20 0.7 500 0 0
95 1 4 20 0.7 500 0 0
95 1.3 4 20 0.7 500 0 0
95 2 4 20 0.7 500 0 0
95 2.3 4 20 0.7 500 0 0
95 3 4 20 0.7 500 0 0
95 3.3 4 20 0.7 500 0 0
95 4 4 20 0.7 500 0 0
95 4.3 4 20 0.7 500 0 0
95 5 4 20 0.7 500 0 0
95 5.3 4 20 0.7 500 0 0
95 6 4 20 0.7 500 0 0
95 6.3 4 20 0.7 500 0 0
95 7 4 20 0.7 500 0 0
95 7.3 4 20 0.7 500 268.276079117114 0
95 8 4 20 0.7 500 530.559313939627 0
95 8.3 4 20 0.7 500 780.990730411605 0
95 9 4 20 0.7 500 1013.97610451452 0
95 9.3 4 20 0.7 500 1224.31092798766 0
95 10 4 20 0.7 500 1407.29666844245 0
95 10.3 4 20 0.7 500 1558.84572681199 0
95 11 4 20 0.7 500 1675.57274755957 0
95 11.3 4 20 0.7 500 1754.87024192728 0
95 12 4 20 0.7 500 1794.96683492612 0
95 12.3 4 20 0.7 500 1794.96683492612 0
95 13 4 20 0.7 500 1754.87024192728 0
95 13.3 4 20 0.7 500 1675.57274755957 0
95 14 4 20 0.7 500 1558.84572681199 0
95 14.3 4 20 0.7 500 1407.29666844245 0
95 15 4 20 0.7 500 1224.31092798766 0
95 15.3 4 20 0.7 500 1013.97610451452 0
95 16 4 20 0.7 500 780.990730411605 0
95 16.3 4 20 0.7 500 530.559313939627 0
95 17 4 20 0.7 500 268.276079117114 0
95 17.3 4 20 0.7 500 1.10214571844014e-13 0
95 18 4 20 0.7 500 0 0
95 18.3 4 20 0.7 500 0 0
95 19 4 20 0.7 500 0 0
95 19.3 4 20 0.7 500 0 0
95 20 4 20 0.7 500 0 0
95 20.3 4 20 0.7 500 0 0
95 21 4 20 0.7 500 0 0
95 21.3 4 20 0.7 500 0 0
95 22 4 20 0.7 500 0 0
95 22.3 4 20 0.7 500 0 0
95 23 4 20 0.7 500 0 0
95 23.3 4 20 0.7 500 0 0
95 23.59 4 20 0.7 500 0 0
96 0.3 4 20 0.7 500 0 0
96 1 4 20 0.7 500 0 0
96 1.3 4 20 0.7 500 0 0
96 2 4 20 0.7 500 0 0
96 2.3 4 20 0.7 500 0 0
96 3 4 20 0.7 500 0 0
96 3.3 4 20 0.7 500 0 0
96 4 4 20 0.7 500 0 0
96 4.3 4 20 0.7 500 0 0
96 5 4 20 0.7 500 0 0
96 5.3 4 20 0.7 500 0 0
96 6 4 20 0.7 500 0 0
96 6.3 4 20 0.7 500 0 0
96 7 4 20 0.7 500 0 0
96 7.3 4 20 0.7 500 268.276079117114 0
96 8 4 20 0.7 500 530.559313939627 0
96 8.3 4 20 0.7 500 780.990730411605 0
96 9 4 20 0.7 500 1013.97610451452 0
96 9.3 4 20 0.7 500 1224.31092798766 0
96 10 4 20 0.7 500 1407.29666844245 0
96 10.3 4 20 0.7 500 1558.84572681199 0
96 11 4 20 0.7 500 1675.57274755957 0
96 11.3 4 20 0.7 500 1754.87024192728 0
96 12 4 20 0.7 500 1794.96683492612 0
96 12.3 4 20 0.7 500 1794.96683492612 0
96 13 4 20 0.7 500 1754.87024192728 0
96 13.3 4 20 0.7 500 1675.57274755957 0
96 14 4 20 0.7 500 1558.84572681199 0
96 14.3 4 20 0.7 500 1407.29666844245 0
96 15 4 20 0.7 500 1224.31092798766 0
96 15.3 4 20 0.7 500 1013.97610451452 0
96 16 4 20 0.7 500 780.990730411605 0
96 16.3 4 20 0.7 500 530.559313939627 0
96 17 4 20 0.7 500 268.276079117114 0
96 17.3 4 20 0.7 500 1.10214571844014e-13 0
96 18 4 20 0.7 500 0 0
96 18.3 4 20 0.7 500 0 0
96 19 4 20 0.7 500 0 0
96 19.3 4 20 0.7 500 0 0
96 20 4 20 0.7 500 0 0
96 20.3 4 20 0.7 500 0 0
96 21 4 20 0.7 500 0 0
96 21.3 4 20 0.7 500 0 0
96 22 4 20 0.7 500 0 0
96 22.3 4 20 0.7 500 0 0
96 23 4 20 0.7 500 0 0
96 23.3 4 20 0.7 500 0 0
96 23.59 4 20 0.7 500 0 0
97 0.3 4 20 0.7 500 0 0
97 1 4 20 0.7 500 0 0
97 1.3 4 20 0.7 500 0 0
97 2 4 20 0.7 500 0 0
97 2.3 4 20 0.7 500 0 0
97 3 4 20 0.7 500 0 0
97 3.3 4 20 0.7 500 0 0
97 4 4 20 0.7 500 0 0
97 4.3 4 20 0.7 500 0 0
97 5 4 20 0.7 500 0 0
97 5.3 4 20 0.7 500 0 0
97 6 4 20 0.7 500 0 0
97 6.3 4 20 0.7 500 0 0
97 7 4 20 0.7 500 0 0
97 7.3 4 20 0.7 500 268.276079117114 0
97 8 4 20 0.7 500 530.559313939627 0
97 8.3 4 20 0.7 500 780.990730411605 0
97 9 4 20 0.7 500 1013.97610451452 0
97 9.3 4 20 0.7 500 1224.31092798766 0
97 10 4 20 0.7 500 1407.29666844245 0
97 10.3 4 20 0.7 500 1558.84572681199 0
97 11 4 20 0.7 500 1675.57274755957 0
97 11.3 4 20 0.7 500 1754.87024192728 0
97 12 4 20 0.7 500 1794.96683492612 0
97 12.3 4 20 0.7 500 1794.96683492612 0
97 13 4 20 0.7 500 1754.87024192728 0
97 13.3 4 20 0.7 500 1675.57274755957 0
97 14 4 20 0.7 500 1558.84572681199 0
97 14.3 4 20 0.7 500 1407.29666844245 0
97 15 4 20 0.7 500 1224.31092798766 0
97 15.3 4 20 0.7 500 1013.97610451452 0
97 16 4 20 0.7 500 780.990730411605 0
97 16.3 4 20 0.7 500 530.559313939627 0
97 17 4 20 0.7 500 268.276079117114 0
97 17.3 4 20 0.7 500 1.10214571844014e-13 0
97 18 4 20 0.7 500 0 0
97 18.3 4 20 0.7 500 0 0
97 19 4 20 0.7 500 0 0
97 19.3 4 20 0.7 500 0 0
97 20 4 20 0.7 500 0 0
97 20.3 4 20 0.7 500 0 0
97 21 4 20 0.7 500 0 0
97 21.3 4 20 0.7 500 0 0
97 22 4 20 0.7 500 0 0
97 22.3 4 20 0.7 500 0 0
97 23 4 20 0.7 500 0 0
97 23.3 4 20 0.7 500 0 0
97 23.59 4 20 0.7 500 0 0
98 0.3 4 20 0.7 500 0 0
98 1 4 20 0.7 500 0 0
98 1.3 4 20 0.7 500 0 0
98 2 4 20 0.7 500 0 0
98 2.3 4 20 0.7 500 0 0
98 3 4 20 0.7 500 0 0
98 3.3 4 20 0.7 500 0 0
98 4 4 20 0.7 500 0 0
98 4.3 4 20 0.7 500 0 0
98 5 4 20 0.7 500 0 0
98 5.3 4 20 0.7 500 0 0
98 6 4 20 0.7 500 0 0
98 6.3 4 20 0.7 500 0 0
98 7 4 20 0.7 500 0 0
98 7.3 4 20 0.7 500 268.276079117114 0
98 8 4 20 0.7 500 530.559313939627 0
98 8.3 4 20 0.7 500 780.990730411605 0
98 9 4 20 0.7 500 1013.97610451452 0
98 9.3 4 20 0.7 500 1224.31092798766 0
98 10 4 20 0.7 500 1407.29666844245 0
98 10.3 4 20 0.7 500 1558.84572681199 0
98 11 4 20 0.7 500 1675.57274755957 0
98 11.3 4 20 0.7 500 1754.87024192728 0
98 12 4 20 0.7 500 1794.96683492612 0
98 12.3 4 20 0.7 500 1794.96683492612 0
98 13 4 20 0.7 500 1754.87024192728 0
98 13.3 4 20 0.7 500 1675.57274755957 0
98 14 4 20 0.7 500 1558.84572681199 0
98 14.3 4 20 0.7 500 1407.29666844245 0
98 15 4 20 0.7 500 1224.31092798766 0
98 15.3 4 20 0.7 500 1013.97610451452 0
98 16 4 20 0.7 500 780.990730411605 0
98 16.3 4 20 0.7 500 530.559313939627 0
98 17 4 20 0.7 500 268.276079117114 0
98 17.3 4 20 0.7 500 1.10214571844014e-13 0
98 18 4 20 0.7 500 0 0
98 18.3 4 20 0.7 500 0 0
98 19 4 20 0.7 500 0 0
98 19.3 4 20 0.7 500 0 0
98 20 4 20 0.7 500 0 0
98 20.3 4 20 0.7 500 0 0
98 21 4 20 0.7 500 0 0
98 21.3 4 20 0.7 500 0 0
98 22 4 20 0.7 500 0 0
98 22.3 4 20 0.7 500 0 0
98 23 4 20 0.7 500 0 0
98 23.3 4 20 0.7 500 0 0
98 23.59 4 20 0.7 500 0 0
99 0.3 4 20 0.7 500 0 0
99 1 4 20 0.7 500 0 0
99 1.3 4 20 0.7 500 0 0
99 2 4 20 0.7 500 0 0
99 2.3 4 20 0.7 500 0 0
99 3 4 20 0.7 500 0 0
99 3.3 4 20 0.7 500 0 0
99 4 4 20 0.7 500 0 0
99 4.3 4 20 0.7 500 0 0
99 5 4 20 0.7 500 0 0
99 5.3 4 20 0.7 500 0 0
99 6 4 20 0.7 500 0 0
99 6.3 4 20 0.7 500 0 0
99 7 4 20 0.7 500 0 0
99 7.3 4 20 0.7 500 268.276079117114 0
99 8 4 20 0.7 500 530.559313939627 0
99 8.3 4 20 0.7 500 780.990730411605 0
99 9 4 20 0.7 500 1013.97610451452 0
99 9.3 4 20 0.7 500 1224.31092798766 0
99 10 4 20 0.7 500 1407.29666844245 0
99 10.3 4 20 0.7 500 1558.84572681199 0
99 11 4 20 0.7 500 1675.57274755957 0
99 11.3 4 20 0.7 500 1754.87024192728 0
99 12 4 20 0.7 500 1794.96683492612 0
99 12.3 4 20 0.7 500 1794.96683492612 0
99 13 4 20 0.7 500 1754.87024192728 0
99 13.3 4 20 0.7 500 1675.57274755957 0
99 14 4 20 0.7 500 1558.84572681199 0
99 14.3 4 20 0.7 500 1407.29666844245 0
99 15 4 20 0.7 500 1224.31092798766 0
99 15.3 4 20 0.7 500 1013.97610451452 0
99 16 4 20 0.7 500 780.990730411605 0
99 16.3 4 20 0.7 500 530.559313939627 0
99 17 4 20 0.7 500 268.276079117114 0
99 17.3 4 20 0.7 500 1.10214571844014e-13 0
99 18 4 20 0.7 500 0 0
99 18.3 4 20 0.7 500 0 0
99 19 4 20 0.7 500 0 0
99 19.3 4 20 0.7 500 0 0
99 20 4 20 0.7 500 0 0
99 20.3 4 20 0.7 500 0 0
